lexemeId,lemma,category,categoryLabel,senses
http://www.wikidata.org/entity/L447885,capitalista,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447886,dançarino,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447891,seriado,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447892,astrónomo,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447893,editor,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447896,convite,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447897,chicote,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447898,convidado,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447899,trânsito,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447901,molusco,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447902,jogo,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447905,socialista,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447906,estilista,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447907,amortecedor,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447909,funeral,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447910,culto,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447911,vulto,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447912,boleto,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447913,cartão,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447914,castor,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447915,esquilo,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447916,esquimó,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447917,argentino,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447918,africano,http://www.wikidata.org/entity/Q1084,noun,1
